"kb_type_name","kb_title","kb_content"
"图文知识","铁路列车进出境申报的办理地点是什么","各直属海关业务现场（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","铁路列车进出境申报的办理时间是什么","各直属海关工作时间（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","铁路列车进出境申报业务的咨询电话是什么","各直属海关咨询电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","铁路列车进出境申报业务的监督电话是什么","各直属海关j监督电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","铁路列车进出境申报的设定依据是什么","《中华人民共和国海关法》第十四条、第十七条、第十八条、第二十条；中华人民共和国海关进出境运输工具监管办法》。"
"图文知识","铁路列车进出境申报的实施机构是什么","各直属海关、隶属海负责进出境运输工具监管的部门"
"图文知识","铁路列车进出境申报的法定办结时限是多长时间？","无"
"图文知识","铁路列车进出境申报的承诺办结时限是多长时间？","无"
"图文知识","铁路列车进出境申报会办理哪些证件？","无"
"图文知识","铁路列车进出境申报业务的收费标准是什么","无"
"图文知识","铁路列车进出境申报业务的收费依据是什么","无"
"图文知识","铁路列车进出境申报的申请材料是什么","（一）进境申报：按不同运输方式向海关申报，分别提交《中华人民共和国海关船舶进境（港）申报单》（见附件1）、《中华人民共和国海关航空器进境（港）申报单》（见附件2）、《中华人民共和国海关铁路列车进境申报单》（见附件3）、《中华人民共和国海关公路车辆进境（港）申报单》（见附件4），以及上述申报单中列明应当交验的其他单证；<br>（二）出境申报：按不同运输方式向海关申报，分别提交《中华人民共和国海关船舶出境（港）申报单》（见附件5）、《中华人民共和国海关航空器出境（港）申报单》（见附件6）、《中华人民共和国海关铁路列车出境申报单》（见附件7）、《中华人民共和国海关公路车辆出境（港）申报单》（见附件8），以及上述申报单中列明应当交验的其他单证。在提交纸面申请材料的同时，应当向进出境运输工具管理系统申报提交相应电子材料信息"
"图文知识","铁路列车进出境申报的办理形式是什么","窗口办理"
"图文知识","铁路列车进出境申报的审查标准是什么","（一） 单证内容是否如实、准确；,br>（二） 纸面单证内容与电子信息内容是否一致。"
"图文知识","铁路列车进出境申报的通办范围是什么","关区"
"图文知识","铁路列车进出境申报的办理地点是什么","各直属海关业务现场（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","铁路列车进出境申报的办理时间是什么","各直属海关工作时间（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","铁路列车进出境申报业务的咨询电话是什么","各直属海关咨询电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","铁路列车进出境申报业务的监督电话是什么","各直属海关j监督电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","邮递等其它进出境物品管理的设定依据是什么","《中华人民共和国海关法》第三十条、第四十六条、第四十七条、第五十一条<br>
《中华人民共和国海关进出境印刷品及音像制品监管办法》<br>
《关于调整进出境个人邮递物品管理措施有关事宜的公告》（海关总署2010年第43号公告）、《关于启用新快件通关系统相关事宜的公告》（海关总署2016年第19号公告）"
"图文知识","邮递等其它进出境物品管理的实施机构是什么","各直属海关、隶属海关负责邮递等物品管理的部门"
"图文知识","邮递等其它进出境物品管理的法定办结时限是多长时间？","无"
"图文知识","邮递等其它进出境物品管理的承诺办结时限是多长时间？","无"
"图文知识","邮递等其它进出境物品管理会办理哪些证件？","旅客行李、个人邮递物品进口税款缴纳证（如办理缴税业务）。"
"图文知识","邮递等其它进出境物品管理业务的收费标准是什么","无"
"图文知识","邮递等其它进出境物品管理业务的收费依据是什么","无"
"图文知识","邮递等其它进出境物品管理的申请材料是什么","申报材料（无统一格式）"
"图文知识","邮递等其它进出境物品管理的办理流程是什么","（一）进出境物品的所有人应当向海关如实申报，并接受海关查验。<br>
（二）进出境物品的完税价格，由海关依法确定。<br>
（三）个人邮寄进境物品，海关依法征收进口税，但应征进口税税额在人民币50元（含50元）以下的，海关予以免征。 <br>
（四）个人邮寄进出境物品超出规定限值的，应办理退运手续或者按照货物规定办理通关手续。但邮包内仅有一件物品且不可分割的，虽超出规定限值，经海关审核确属个人自用的，可以按照个人物品规定办理通关手续。<br>
（五）根据海关总署2016年第19号公告要求，B类快件（个人物品类进出境快件）的限量、限值、税收征管等事项应当符合海关总署关于邮递进出境个人物品相关规定。"
"图文知识","邮递等其它进出境物品管理的办理形式是什么","窗口、网上办理"
"图文知识","邮递等其它进出境物品管理的审查标准是什么","（一）物品的所有人或其代理人是否按海关要求如实申报；<br>
（二）物品是否在自用、合理范围内；<br>
（三）现场海关要求的补充申报材料是否如实、完整。"
"图文知识","邮递等其它进出境物品管理的通办范围是什么","关区"
"图文知识","邮递等其它进出境物品管理的办理地点是什么","各直属海关业务现场（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","邮递等其它进出境物品管理的办理时间是什么","各直属海关工作时间（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","邮递等其它进出境物品管理业务的咨询电话是什么","各直属海关咨询电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","邮递等其它进出境物品管理业务的监督电话是什么","各直属海关j监督电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","邮递等其它进出境物品管理的设定依据是什么","《中华人民共和国海关法》第三十条、第四十六条、第四十七条、第五十一条<br>
《中华人民共和国海关进出境印刷品及音像制品监管办法》<br>
《关于调整进出境个人邮递物品管理措施有关事宜的公告》（海关总署2010年第43号公告）、《关于启用新快件通关系统相关事宜的公告》（海关总署2016年第19号公告）"
"图文知识","邮递等其它进出境物品管理的实施机构是什么","各直属海关、隶属海关负责邮递等物品管理的部门"
"图文知识","邮递等其它进出境物品管理的法定办结时限是多长时间？","无"
"图文知识","邮递等其它进出境物品管理的承诺办结时限是多长时间？","无"
"图文知识","邮递等其它进出境物品管理会办理哪些证件？","旅客行李、个人邮递物品进口税款缴纳证（如办理缴税业务）。"
"图文知识","邮递等其它进出境物品管理业务的收费标准是什么","无"
"图文知识","邮递等其它进出境物品管理业务的收费依据是什么","无"
"图文知识","邮递等其它进出境物品管理的申请材料是什么","申报材料（无统一格式）"
"图文知识","邮递等其它进出境物品管理的办理流程是什么","（一）进出境物品的所有人应当向海关如实申报，并接受海关查验。<br>
（二）进出境物品的完税价格，由海关依法确定。<br>
（三）个人邮寄进境物品，海关依法征收进口税，但应征进口税税额在人民币50元（含50元）以下的，海关予以免征。 <br>
（四）个人邮寄进出境物品超出规定限值的，应办理退运手续或者按照货物规定办理通关手续。但邮包内仅有一件物品且不可分割的，虽超出规定限值，经海关审核确属个人自用的，可以按照个人物品规定办理通关手续。<br>
（五）根据海关总署2016年第19号公告要求，B类快件（个人物品类进出境快件）的限量、限值、税收征管等事项应当符合海关总署关于邮递进出境个人物品相关规定。"
"图文知识","邮递等其它进出境物品管理的办理形式是什么","窗口、网上办理"
"图文知识","邮递等其它进出境物品管理的审查标准是什么","（一）物品的所有人或其代理人是否按海关要求如实申报；<br>
（二）物品是否在自用、合理范围内；<br>
（三）现场海关要求的补充申报材料是否如实、完整。"
"图文知识","邮递等其它进出境物品管理的通办范围是什么","关区"
"图文知识","邮递等其它进出境物品管理的办理地点是什么","各直属海关业务现场（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","邮递等其它进出境物品管理的办理时间是什么","各直属海关工作时间（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","邮递等其它进出境物品管理业务的咨询电话是什么","各直属海关咨询电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","邮递等其它进出境物品管理业务的监督电话是什么","各直属海关j监督电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","邮递等其它进出境物品管理的设定依据是什么","《中华人民共和国海关法》第三十条、第四十六条、第四十七条、第五十一条<br>
《中华人民共和国海关进出境印刷品及音像制品监管办法》<br>
《关于调整进出境个人邮递物品管理措施有关事宜的公告》（海关总署2010年第43号公告）、《关于启用新快件通关系统相关事宜的公告》（海关总署2016年第19号公告）"
"图文知识","邮递等其它进出境物品管理的实施机构是什么","各直属海关、隶属海关负责邮递等物品管理的部门"
"图文知识","邮递等其它进出境物品管理的法定办结时限是多长时间？","无"
"图文知识","邮递等其它进出境物品管理的承诺办结时限是多长时间？","无"
"图文知识","邮递等其它进出境物品管理会办理哪些证件？","旅客行李、个人邮递物品进口税款缴纳证（如办理缴税业务）。"
"图文知识","邮递等其它进出境物品管理业务的收费标准是什么","无"
"图文知识","邮递等其它进出境物品管理业务的收费依据是什么","无"
"图文知识","邮递等其它进出境物品管理的申请材料是什么","申报材料（无统一格式）"
"图文知识","邮递等其它进出境物品管理的办理流程是什么","（一）进出境物品的所有人应当向海关如实申报，并接受海关查验。<br>
（二）进出境物品的完税价格，由海关依法确定。<br>
（三）个人邮寄进境物品，海关依法征收进口税，但应征进口税税额在人民币50元（含50元）以下的，海关予以免征。 <br>
（四）个人邮寄进出境物品超出规定限值的，应办理退运手续或者按照货物规定办理通关手续。但邮包内仅有一件物品且不可分割的，虽超出规定限值，经海关审核确属个人自用的，可以按照个人物品规定办理通关手续。<br>
（五）根据海关总署2016年第19号公告要求，B类快件（个人物品类进出境快件）的限量、限值、税收征管等事项应当符合海关总署关于邮递进出境个人物品相关规定。"
"图文知识","邮递等其它进出境物品管理的办理形式是什么","窗口、网上办理"
"图文知识","邮递等其它进出境物品管理的审查标准是什么","（一）物品的所有人或其代理人是否按海关要求如实申报；<br>
（二）物品是否在自用、合理范围内；<br>
（三）现场海关要求的补充申报材料是否如实、完整。"
"图文知识","邮递等其它进出境物品管理的通办范围是什么","关区"
"图文知识","邮递等其它进出境物品管理的办理地点是什么","各直属海关业务现场（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","邮递等其它进出境物品管理的办理时间是什么","各直属海关工作时间（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","邮递等其它进出境物品管理业务的咨询电话是什么","各直属海关咨询电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","邮递等其它进出境物品管理业务的监督电话是什么","各直属海关j监督电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","货运车辆进出境申报的设定依据是什么","《中华人民共和国海关法》第十四条、第十七条、第十八条、第二十条；中华人民共和国海关进出境运输工具监管办法》。"
"图文知识","货运车辆进出境申报的实施机构是什么","各直属海关、隶属海负责进出境运输工具监管的部门"
"图文知识","货运车辆进出境申报的法定办结时限是多长时间？","无"
"图文知识","货运车辆进出境申报的承诺办结时限是多长时间？","无"
"图文知识","货运车辆进出境申报会办理哪些证件？","无"
"图文知识","货运车辆进出境申报业务的收费标准是什么","无"
"图文知识","货运车辆进出境申报业务的收费依据是什么","无"
"图文知识","货运车辆进出境申报的申请材料是什么","（一）进境申报：按不同运输方式向海关申报，分别提交《中华人民共和国海关船舶进境（港）申报单》（见附件1）、《中华人民共和国海关航空器进境（港）申报单》（见附件2）、《中华人民共和国海关铁路列车进境申报单》（见附件3）、《中华人民共和国海关公路车辆进境（港）申报单》（见附件4），以及上述申报单中列明应当交验的其他单证；<br>（二）出境申报：按不同运输方式向海关申报，分别提交《中华人民共和国海关船舶出境（港）申报单》（见附件5）、《中华人民共和国海关航空器出境（港）申报单》（见附件6）、《中华人民共和国海关铁路列车出境申报单》（见附件7）、《中华人民共和国海关公路车辆出境（港）申报单》（见附件8），以及上述申报单中列明应当交验的其他单证。在提交纸面申请材料的同时，应当向进出境运输工具管理系统申报提交相应电子材料信息。"
"图文知识","货运车辆进出境申报的办理形式是什么","窗口办理"
"图文知识","货运车辆进出境申报的审查标准是什么","（一） 单证内容是否如实、准确；<br>（二） 纸面单证内容与电子信息内容是否一致"
"图文知识","货运车辆进出境申报的通办范围是什么","关区"
"图文知识","货运车辆进出境申报的办理地点是什么","各直属海关业务现场（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","货运车辆进出境申报的办理时间是什么","各直属海关工作时间（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","货运车辆进出境申报业务的咨询电话是什么","各直属海关咨询电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","货运车辆进出境申报业务的监督电话是什么","各直属海关j监督电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","客运车辆进出境申报的设定依据是什么","《中华人民共和国海关法》第十四条、第十七条、第十八条、第二十条；中华人民共和国海关进出境运输工具监管办法》。"
"图文知识","客运车辆进出境申报的实施机构是什么","各直属海关、隶属海负责进出境运输工具监管的部门"
"图文知识","客运车辆进出境申报的法定办结时限是多长时间？","无"
"图文知识","客运车辆进出境申报的承诺办结时限是多长时间？","无"
"图文知识","客运车辆进出境申报会办理哪些证件？","无"
"图文知识","客运车辆进出境申报业务的收费标准是什么","无"
"图文知识","客运车辆进出境申报业务的收费依据是什么","无"
"图文知识","客运车辆进出境申报的申请材料是什么","（一）进境申报：按不同运输方式向海关申报，分别提交《中华人民共和国海关船舶进境（港）申报单》（见附件1）、《中华人民共和国海关航空器进境（港）申报单》（见附件2）、《中华人民共和国海关铁路列车进境申报单》（见附件3）、《中华人民共和国海关公路车辆进境（港）申报单》（见附件4），以及上述申报单中列明应当交验的其他单证；<br>（二）出境申报：按不同运输方式向海关申报，分别提交《中华人民共和国海关船舶出境（港）申报单》（见附件5）、《中华人民共和国海关航空器出境（港）申报单》（见附件6）、《中华人民共和国海关铁路列车出境申报单》（见附件7）、《中华人民共和国海关公路车辆出境（港）申报单》（见附件8），以及上述申报单中列明应当交验的其他单证。在提交纸面申请材料的同时，应当向进出境运输工具管理系统申报提交相应电子材料信息。"
"图文知识","客运车辆进出境申报的办理形式是什么","窗口办理"
"图文知识","客运车辆进出境申报的审查标准是什么","（一） 单证内容是否如实、准确；<br>（二） 纸面单证内容与电子信息内容是否一致"
"图文知识","客运车辆进出境申报的通办范围是什么","关区"
"图文知识","客运车辆进出境申报的办理地点是什么","各直属海关业务现场（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","客运车辆进出境申报的办理时间是什么","各直属海关工作时间（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","客运车辆进出境申报业务的咨询电话是什么","各直属海关咨询电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","客运车辆进出境申报业务的监督电话是什么","各直属海关j监督电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","港澳货车和司机备案进出境申报的设定依据是什么","《中华人民共和国海关关于来往香港、澳门公路货运企业及其车辆和驾驶员的管理办法》。"
"图文知识","港澳货车和司机备案进出境申报的实施机构是什么","各直属海关、隶属海关监管部门。"
"图文知识","港澳货车和司机备案进出境申报的法定办结时限是多长时间？","无"
"图文知识","港澳货车和司机备案进出境申报的承诺办结时限是多长时间？","无"
"图文知识","港澳货车和司机备案进出境申报会办理哪些证件？","《来往香港/澳门货运企业备案登记证》<br>
《来往香港/澳门车辆进出境签证簿》<br>
通关证件"
"图文知识","港澳货车和司机备案进出境申报业务的收费标准是什么","无"
"图文知识","港澳货车和司机备案进出境申报业务的收费依据是什么","无"
"图文知识","港澳货车和司机备案进出境申报的申请材料是什么","（一）货运企业备案：<br>
1.《来往香港/澳门货运企业备案申请表》（见附件3）；<br>
2.政府主管部门批准文件；<br>
3.《企业法人营业执照》；<br>
4.《中华人民共和国组织机构代码证》；<br>
5.专业货运企业提交《道路运输经营许可证》；生产型企业提交海关核发的《自理报关企业注册登记证书》；<br>
6.银行或者非银行金融机构出具的担保函。<br>
提交3、4、5项文件复印件时，还应当同时出示原件正本供海关核对。<br>
（二）车辆备案：<br>
1.《来往香港/澳门货运车辆及驾驶员备案登记表》（见附件4）；<br>
2.《来往香港/澳门货运车辆海关验车记录表》（见附件5）或者海关认可的公安交通车检部门出具的验车报告；<br>
3. 《粤港澳机动车辆往来及驾驶人驾车批准通知书》（政府主管部门）；<br>
4.《机动车辆行驶证》；<br>
5.符合海关要求的车辆彩色照片4张（其中，2张为车辆左前侧面45度角拍摄并可明显看见油箱和粤港/澳两地车牌；2张为后侧面45度角拍摄并可明显看见粤港/澳两地车牌，均为4×3寸）；<br>
6.其他文件：<br>
（1）在香港/澳门地区办理车辆登记证明文件的进出境车辆，应当同时提交境外有关政府管理机构签发的车辆登记文件；<br>
（2）在内地办理车辆登记证明文件的进出境车辆，应当同时提交《机动车辆登记证书》；<br>
（3）运载危险品的车辆，应当同时提交主管部门的批准文件；<br>
（4）港/澳籍车辆，应当同时提交《来往香港/澳门车辆备案临时进境验车申报表》（见附件6）；<br>
（5）生产型企业的自用车辆，应当同时提交《自理报关企业注册登记证书》。<br>
提交第4项和第6项（2）、（3）、（4）项文件复印件时，还应当同时出示原件正本供海关核对。<br>
（三）驾驶员备案：<br>
1.《来往香港/澳门货运车辆及驾驶员备案登记表》（见附件4）；<br>
2. 《粤港澳机动车辆往来及驾驶人驾车批准通知书》（政府主管部门）；<br>
3.《机动车辆驾驶员驾驶证》；<br>
4.驾驶员《居民身份证》、回乡证或者《护照》；<br>
5.驾驶员彩色近照2张（规格：大一寸、免冠、红底）。<br>
提交3、4项文件复印件时，还应当同时出示原件正本供海关核对。
\"
"图文知识","港澳货车和司机备案进出境申报的办理形式是什么","窗口、网上办理"
"图文知识","港澳货车和司机备案进出境申报的审查标准是什么","（一）申请人是否与权利人一致；<br>
（二）申请材料是否齐全；<br>
（三）申请材料内容是否一致。"
"图文知识","港澳货车和司机备案进出境申报的通办范围是什么","关区"
"图文知识","港澳货车和司机备案进出境申报的办理地点是什么","各直属海关业务现场（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","港澳货车和司机备案进出境申报的办理时间是什么","各直属海关工作时间（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","港澳货车和司机备案进出境申报业务的咨询电话是什么","各直属海关咨询电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","港澳货车和司机备案进出境申报业务的监督电话是什么","各直属海关j监督电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","港澳小型车辆进出境申报的设定依据是什么","《中华人民共和国海关关于来往香港、澳门公路货运企业及其车辆和驾驶员的管理办法》。"
"图文知识","港澳小型车辆进出境申报的实施机构是什么","各直属海关、隶属海负责进出境运输工具监管的部门"
"图文知识","港澳小型车辆进出境申报的法定办结时限是多长时间？","无"
"图文知识","港澳小型车辆进出境申报的承诺办结时限是多长时间？","无"
"图文知识","港澳小型车辆进出境申报会办理哪些证件？","无"
"图文知识","港澳小型车辆进出境申报业务的收费标准是什么","无"
"图文知识","港澳小型车辆进出境申报业务的收费依据是什么","无"
"图文知识","港澳小型车辆进出境申报的申请材料是什么","（一）进境申报：按不同运输方式向海关申报，分别提交《中华人民共和国海关船舶进境（港）申报单》（见附件1）、《中华人民共和国海关航空器进境（港）申报单》（见附件2）、《中华人民共和国海关铁路列车进境申报单》（见附件3）、《中华人民共和国海关公路车辆进境（港）申报单》（见附件4），以及上述申报单中列明应当交验的其他单证；<br>
（二）出境申报：按不同运输方式向海关申报，分别提交《中华人民共和国海关船舶出境（港）申报单》（见附件5）、《中华人民共和国海关航空器出境（港）申报单》（见附件6）、《中华人民共和国海关铁路列车出境申报单》（见附件7）、《中华人民共和国海关公路车辆出境（港）申报单》（见附件8），以及上述申报单中列明应当交验的其他单证。在提交纸面申请材料的同时，应当向进出境运输工具管理系统申报提交相应电子材料信息。"
"图文知识","港澳小型车辆进出境申报的办理形式是什么","窗口办理"
"图文知识","港澳小型车辆进出境申报的审查标准是什么","（一） 单证内容是否如实、准确；<br>
（二） 纸面单证内容与电子信息内容是否一致。"
"图文知识","港澳小型车辆进出境申报的通办范围是什么","关区"
"图文知识","港澳小型车辆进出境申报的办理地点是什么","各直属海关业务现场（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","港澳小型车辆进出境申报的办理时间是什么","各直属海关工作时间（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","港澳小型车辆进出境申报业务的咨询电话是什么","各直属海关咨询电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","港澳小型车辆进出境申报业务的监督电话是什么","各直属海关j监督电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","货运车辆进出境申报的设定依据是什么","《中华人民共和国海关法》第十四条、第十七条、第十八条、第二十条；中华人民共和国海关进出境运输工具监管办法》。"
"图文知识","货运车辆进出境申报的实施机构是什么","各直属海关、隶属海负责进出境运输工具监管的部门"
"图文知识","货运车辆进出境申报的法定办结时限是多长时间？","无"
"图文知识","货运车辆进出境申报的承诺办结时限是多长时间？","无"
"图文知识","货运车辆进出境申报会办理哪些证件？","无"
"图文知识","货运车辆进出境申报业务的收费标准是什么","无"
"图文知识","货运车辆进出境申报业务的收费依据是什么","无"
"图文知识","货运车辆进出境申报的申请材料是什么","（一）进境申报：按不同运输方式向海关申报，分别提交《中华人民共和国海关船舶进境（港）申报单》（见附件1）、《中华人民共和国海关航空器进境（港）申报单》（见附件2）、《中华人民共和国海关铁路列车进境申报单》（见附件3）、《中华人民共和国海关公路车辆进境（港）申报单》（见附件4），以及上述申报单中列明应当交验的其他单证；<br>（二）出境申报：按不同运输方式向海关申报，分别提交《中华人民共和国海关船舶出境（港）申报单》（见附件5）、《中华人民共和国海关航空器出境（港）申报单》（见附件6）、《中华人民共和国海关铁路列车出境申报单》（见附件7）、《中华人民共和国海关公路车辆出境（港）申报单》（见附件8），以及上述申报单中列明应当交验的其他单证。在提交纸面申请材料的同时，应当向进出境运输工具管理系统申报提交相应电子材料信息。"
"图文知识","货运车辆进出境申报的办理形式是什么","窗口办理"
"图文知识","货运车辆进出境申报的审查标准是什么","（一） 单证内容是否如实、准确；<br>（二） 纸面单证内容与电子信息内容是否一致"
"图文知识","货运车辆进出境申报的通办范围是什么","关区"
"图文知识","货运车辆进出境申报的办理地点是什么","各直属海关业务现场（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","货运车辆进出境申报的办理时间是什么","各直属海关工作时间（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","货运车辆进出境申报业务的咨询电话是什么","各直属海关咨询电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","货运车辆进出境申报业务的监督电话是什么","各直属海关j监督电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","客运车辆进出境申报的设定依据是什么","《中华人民共和国海关法》第十四条、第十七条、第十八条、第二十条；中华人民共和国海关进出境运输工具监管办法》。"
"图文知识","客运车辆进出境申报的实施机构是什么","各直属海关、隶属海负责进出境运输工具监管的部门"
"图文知识","客运车辆进出境申报的法定办结时限是多长时间？","无"
"图文知识","客运车辆进出境申报的承诺办结时限是多长时间？","无"
"图文知识","客运车辆进出境申报会办理哪些证件？","无"
"图文知识","客运车辆进出境申报业务的收费标准是什么","无"
"图文知识","客运车辆进出境申报业务的收费依据是什么","无"
"图文知识","客运车辆进出境申报的申请材料是什么","（一）进境申报：按不同运输方式向海关申报，分别提交《中华人民共和国海关船舶进境（港）申报单》（见附件1）、《中华人民共和国海关航空器进境（港）申报单》（见附件2）、《中华人民共和国海关铁路列车进境申报单》（见附件3）、《中华人民共和国海关公路车辆进境（港）申报单》（见附件4），以及上述申报单中列明应当交验的其他单证；<br>（二）出境申报：按不同运输方式向海关申报，分别提交《中华人民共和国海关船舶出境（港）申报单》（见附件5）、《中华人民共和国海关航空器出境（港）申报单》（见附件6）、《中华人民共和国海关铁路列车出境申报单》（见附件7）、《中华人民共和国海关公路车辆出境（港）申报单》（见附件8），以及上述申报单中列明应当交验的其他单证。在提交纸面申请材料的同时，应当向进出境运输工具管理系统申报提交相应电子材料信息。"
"图文知识","客运车辆进出境申报的办理形式是什么","窗口办理"
"图文知识","客运车辆进出境申报的审查标准是什么","（一） 单证内容是否如实、准确；<br>（二） 纸面单证内容与电子信息内容是否一致"
"图文知识","客运车辆进出境申报的通办范围是什么","关区"
"图文知识","客运车辆进出境申报的办理地点是什么","各直属海关业务现场（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","客运车辆进出境申报的办理时间是什么","各直属海关工作时间（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","客运车辆进出境申报业务的咨询电话是什么","各直属海关咨询电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","客运车辆进出境申报业务的监督电话是什么","各直属海关j监督电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","港澳货车和司机备案进出境申报的设定依据是什么","《中华人民共和国海关关于来往香港、澳门公路货运企业及其车辆和驾驶员的管理办法》。"
"图文知识","港澳货车和司机备案进出境申报的实施机构是什么","各直属海关、隶属海关监管部门。"
"图文知识","港澳货车和司机备案进出境申报的法定办结时限是多长时间？","无"
"图文知识","港澳货车和司机备案进出境申报的承诺办结时限是多长时间？","无"
"图文知识","港澳货车和司机备案进出境申报会办理哪些证件？","《来往香港/澳门货运企业备案登记证》<br>
《来往香港/澳门车辆进出境签证簿》<br>
通关证件"
"图文知识","港澳货车和司机备案进出境申报业务的收费标准是什么","无"
"图文知识","港澳货车和司机备案进出境申报业务的收费依据是什么","无"
"图文知识","港澳货车和司机备案进出境申报的申请材料是什么","（一）货运企业备案：<br>
1.《来往香港/澳门货运企业备案申请表》（见附件3）；<br>
2.政府主管部门批准文件；<br>
3.《企业法人营业执照》；<br>
4.《中华人民共和国组织机构代码证》；<br>
5.专业货运企业提交《道路运输经营许可证》；生产型企业提交海关核发的《自理报关企业注册登记证书》；<br>
6.银行或者非银行金融机构出具的担保函。<br>
提交3、4、5项文件复印件时，还应当同时出示原件正本供海关核对。<br>
（二）车辆备案：<br>
1.《来往香港/澳门货运车辆及驾驶员备案登记表》（见附件4）；<br>
2.《来往香港/澳门货运车辆海关验车记录表》（见附件5）或者海关认可的公安交通车检部门出具的验车报告；<br>
3. 《粤港澳机动车辆往来及驾驶人驾车批准通知书》（政府主管部门）；<br>
4.《机动车辆行驶证》；<br>
5.符合海关要求的车辆彩色照片4张（其中，2张为车辆左前侧面45度角拍摄并可明显看见油箱和粤港/澳两地车牌；2张为后侧面45度角拍摄并可明显看见粤港/澳两地车牌，均为4×3寸）；<br>
6.其他文件：<br>
（1）在香港/澳门地区办理车辆登记证明文件的进出境车辆，应当同时提交境外有关政府管理机构签发的车辆登记文件；<br>
（2）在内地办理车辆登记证明文件的进出境车辆，应当同时提交《机动车辆登记证书》；<br>
（3）运载危险品的车辆，应当同时提交主管部门的批准文件；<br>
（4）港/澳籍车辆，应当同时提交《来往香港/澳门车辆备案临时进境验车申报表》（见附件6）；<br>
（5）生产型企业的自用车辆，应当同时提交《自理报关企业注册登记证书》。<br>
提交第4项和第6项（2）、（3）、（4）项文件复印件时，还应当同时出示原件正本供海关核对。<br>
（三）驾驶员备案：<br>
1.《来往香港/澳门货运车辆及驾驶员备案登记表》（见附件4）；<br>
2. 《粤港澳机动车辆往来及驾驶人驾车批准通知书》（政府主管部门）；<br>
3.《机动车辆驾驶员驾驶证》；<br>
4.驾驶员《居民身份证》、回乡证或者《护照》；<br>
5.驾驶员彩色近照2张（规格：大一寸、免冠、红底）。<br>
提交3、4项文件复印件时，还应当同时出示原件正本供海关核对。"
"图文知识","港澳货车和司机备案进出境申报的办理形式是什么","窗口、网上办理"
"图文知识","港澳货车和司机备案进出境申报的审查标准是什么","（一）申请人是否与权利人一致；<br>
（二）申请材料是否齐全；<br>
（三）申请材料内容是否一致。"
"图文知识","港澳货车和司机备案进出境申报的通办范围是什么","关区"
"图文知识","港澳货车和司机备案进出境申报的办理地点是什么","各直属海关业务现场（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","港澳货车和司机备案进出境申报的办理时间是什么","各直属海关工作时间（链接至各直属海关网站）或拨打12360海关服务热线"
"图文知识","港澳货车和司机备案进出境申报业务的咨询电话是什么","各直属海关咨询电话（链接至各直属海关网站）或12360海关服务热线"
"图文知识","港澳货车和司机备案进出境申报业务的监督电话是什么","各直属海关j监督电话（链接至各直属海关网站）或12360海关服务热线"
