"quest_type","quest_desc"
"1","港澳货车和司机备案进出境申报的办理形式是什么"
"1","港澳货车和司机备案进出境申报的审查标准是什么"
"1","港澳货车和司机备案进出境申报的通办范围是什么"
"1","港澳货车和司机备案进出境申报的办理地点是什么"
"1","港澳货车和司机备案进出境申报的办理时间是什么"
"1","港澳货车和司机备案进出境申报业务的咨询电话是什么"
"1","港澳货车和司机备案进出境申报业务的监督电话是什么"
"1","港澳小型车辆进出境申报的设定依据是什么"
"1","港澳小型车辆进出境申报的实施机构是什么"
"1","港澳小型车辆进出境申报的法定办结时限是多长时间？"
"1","港澳小型车辆进出境申报的承诺办结时限是多长时间？"
"1","港澳小型车辆进出境申报会办理哪些证件？"
"1","港澳小型车辆进出境申报业务的收费标准是什么"
"1","港澳小型车辆进出境申报业务的收费依据是什么"
"1","港澳小型车辆进出境申报的申请材料是什么"
"1","港澳小型车辆进出境申报的办理形式是什么"
"1","港澳小型车辆进出境申报的审查标准是什么"
"1","港澳小型车辆进出境申报的通办范围是什么"
"1","港澳小型车辆进出境申报的办理地点是什么"
"1","港澳小型车辆进出境申报的办理时间是什么"
"1","港澳小型车辆进出境申报业务的咨询电话是什么"
"1","港澳小型车辆进出境申报业务的监督电话是什么"
"1","民航飞机进出境申报的设定依据是什么"
"1","民航飞机进出境申报的实施机构是什么"
"1","民航飞机进出境申报的法定办结时限是多长时间？"
"1","民航飞机进出境申报的承诺办结时限是多长时间？"
"1","民航飞机进出境申报会办理哪些证件？"
"1","民航飞机进出境申报业务的收费标准是什么"
"1","民航飞机进出境申报业务的收费依据是什么"
"1","民航飞机进出境申报的申请材料是什么"
"1","民航飞机进出境申报的办理形式是什么"
"1","民航飞机进出境申报的审查标准是什么"
"1","民航飞机进出境申报的通办范围是什么"
"1","民航飞机进出境申报的办理地点是什么"
"1","民航飞机进出境申报的办理时间是什么"
"1","民航飞机进出境申报业务的咨询电话是什么"
"1","民航飞机进出境申报业务的监督电话是什么"
"1","货运飞机进出境申报的设定依据是什么"
"1","货运飞机进出境申报的实施机构是什么"
"1","货运飞机进出境申报的法定办结时限是多长时间？"
"1","货运飞机进出境申报的承诺办结时限是多长时间？"
"1","货运飞机进出境申报会办理哪些证件？"
"1","货运飞机进出境申报业务的收费标准是什么"
"1","货运飞机进出境申报业务的收费依据是什么"
"1","货运飞机进出境申报的申请材料是什么"
"1","货运飞机进出境申报的办理形式是什么"
"1","货运飞机进出境申报的审查标准是什么"
"1","货运飞机进出境申报的通办范围是什么"
"1","货运飞机进出境申报的办理地点是什么"
"1","货运飞机进出境申报的办理时间是什么"
"1","货运飞机进出境申报业务的咨询电话是什么"
"1","货运飞机进出境申报业务的监督电话是什么"
"1","公务机飞机进出境申报的设定依据是什么"
"1","公务机飞机进出境申报的实施机构是什么"
"1","公务机飞机进出境申报的法定办结时限是多长时间？"
"1","公务机飞机进出境申报的承诺办结时限是多长时间？"
"1","公务机飞机进出境申报会办理哪些证件？"
"1","公务机飞机进出境申报业务的收费标准是什么"
"1","公务机飞机进出境申报业务的收费依据是什么"
"1","公务机飞机进出境申报的申请材料是什么"
"1","公务机飞机进出境申报的办理形式是什么"
"1","公务机飞机进出境申报的审查标准是什么"
"1","公务机飞机进出境申报的通办范围是什么"
"1","公务机飞机进出境申报的办理地点是什么"
"1","公务机飞机进出境申报的办理时间是什么"
"1","公务机飞机进出境申报业务的咨询电话是什么"
"1","公务机飞机进出境申报业务的监督电话是什么"
"1","其他飞行器进出境申报的设定依据是什么"
"1","其他飞行器进出境申报的实施机构是什么"
"1","其他飞行器进出境申报的法定办结时限是多长时间？"
"1","其他飞行器进出境申报的承诺办结时限是多长时间？"
"1","其他飞行器进出境申报会办理哪些证件？"
"1","其他飞行器进出境申报业务的收费标准是什么"
"1","其他飞行器进出境申报业务的收费依据是什么"
"1","其他飞行器进出境申报的申请材料是什么"
"1","其他飞行器进出境申报的办理形式是什么"
"1","其他飞行器进出境申报的审查标准是什么"
"1","其他飞行器进出境申报的通办范围是什么"
"1","其他飞行器进出境申报的办理地点是什么"
"1","其他飞行器进出境申报的办理时间是什么"
"1","其他飞行器进出境申报业务的咨询电话是什么"
"1","其他飞行器进出境申报业务的监督电话是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的设定依据是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的实施机构是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的法定办结时限是多长时间？"
"1","驻外使领馆工作人员离任回国进境自用车辆核准会办理哪些证件？"
"1","驻外使领馆工作人员离任回国进境自用车辆核准业务的收费标准是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准业务的收费依据是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的申请材料是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的办理流程是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的办理形式是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的审查标准是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的通办范围是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的办理地点是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的办理时间是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准业务的咨询电话是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准业务的监督电话是什么"
"1","留学人员购买免税国产汽车核准申请的设定依据是什么"
"1","留学人员购买免税国产汽车核准申请的实施机构是什么"
"1","留学人员购买免税国产汽车核准申请的法定办结时限是多长时间？"
"1","留学人员购买免税国产汽车核准申请会办理哪些证件？"
"1","留学人员购买免税国产汽车核准申请业务的收费标准是什么"
"1","留学人员购买免税国产汽车核准申请业务的收费依据是什么"
"1","留学人员购买免税国产汽车核准申请的申请材料是什么"
"1","留学人员购买免税国产汽车核准申请的办理流程是什么"
"1","留学人员购买免税国产汽车核准申请的办理形式是什么"
"1","留学人员购买免税国产汽车核准申请的审查标准是什么"
"1","留学人员购买免税国产汽车核准申请的通办范围是什么"
"1","留学人员购买免税国产汽车核准申请的办理地点是什么"
"1","留学人员购买免税国产汽车核准申请的办理时间是什么"
"1","留学人员购买免税国产汽车核准申请业务的咨询电话是什么"
"1","留学人员购买免税国产汽车核准申请业务的监督电话是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的设定依据是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的实施机构是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的法定办结时限是多长时间？"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务会办理哪些证件？"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务业务的收费标准是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务业务的收费依据是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的申请材料是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的办理流程是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的办理形式是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的审查标准是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的通办范围是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的办理地点是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的办理时间是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务业务的咨询电话是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务业务的监督电话是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的设定依据是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的实施机构是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的法定办结时限是多长时间？"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的承诺办结时限是多长时间？"
"1","驻外使领馆工作人员离任回国进境自用车辆核准会办理哪些证件？"
"1","驻外使领馆工作人员离任回国进境自用车辆核准业务的收费标准是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准业务的收费依据是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的申请材料是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的办理流程是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的办理形式是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的审查标准是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的通办范围是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的办理地点是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的办理时间是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准业务的咨询电话是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准业务的监督电话是什么"
"1","留学人员购买免税国产汽车核准申请的设定依据是什么"
"1","留学人员购买免税国产汽车核准申请的实施机构是什么"
"1","留学人员购买免税国产汽车核准申请的法定办结时限是多长时间？"
"1","留学人员购买免税国产汽车核准申请的承诺办结时限是多长时间？"
"1","留学人员购买免税国产汽车核准申请会办理哪些证件？"
"1","留学人员购买免税国产汽车核准申请业务的收费标准是什么"
"1","留学人员购买免税国产汽车核准申请业务的收费依据是什么"
"1","留学人员购买免税国产汽车核准申请的申请材料是什么"
"1","留学人员购买免税国产汽车核准申请的办理流程是什么"
"1","留学人员购买免税国产汽车核准申请的办理形式是什么"
"1","留学人员购买免税国产汽车核准申请的审查标准是什么"
"1","留学人员购买免税国产汽车核准申请的通办范围是什么"
"1","留学人员购买免税国产汽车核准申请的办理地点是什么"
"1","留学人员购买免税国产汽车核准申请的办理时间是什么"
"1","留学人员购买免税国产汽车核准申请业务的咨询电话是什么"
"1","留学人员购买免税国产汽车核准申请业务的监督电话是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的设定依据是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的实施机构是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的法定办结时限是多长时间？"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的承诺办结时限是多长时间？"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务会办理哪些证件？"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务业务的收费标准是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务业务的收费依据是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的申请材料是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的办理流程是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的办理形式是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的审查标准是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的通办范围是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的办理地点是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的办理时间是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务业务的咨询电话是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务业务的监督电话是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的设定依据是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的实施机构是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的法定办结时限是多长时间？"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的承诺办结时限是多长时间？"
"1","驻外使领馆工作人员离任回国进境自用车辆核准会办理哪些证件？"
"1","驻外使领馆工作人员离任回国进境自用车辆核准业务的收费标准是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准业务的收费依据是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的申请材料是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的办理流程是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的办理形式是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的审查标准是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的通办范围是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的办理地点是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准的办理时间是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准业务的咨询电话是什么"
"1","驻外使领馆工作人员离任回国进境自用车辆核准业务的监督电话是什么"
"1","留学人员购买免税国产汽车核准申请的设定依据是什么"
"1","留学人员购买免税国产汽车核准申请的实施机构是什么"
"1","留学人员购买免税国产汽车核准申请的法定办结时限是多长时间？"
"1","留学人员购买免税国产汽车核准申请的承诺办结时限是多长时间？"
"1","留学人员购买免税国产汽车核准申请会办理哪些证件？"
"1","留学人员购买免税国产汽车核准申请业务的收费标准是什么"
"1","留学人员购买免税国产汽车核准申请业务的收费依据是什么"
"1","留学人员购买免税国产汽车核准申请的申请材料是什么"
"1","留学人员购买免税国产汽车核准申请的办理流程是什么"
"1","留学人员购买免税国产汽车核准申请的办理形式是什么"
"1","留学人员购买免税国产汽车核准申请的审查标准是什么"
"1","留学人员购买免税国产汽车核准申请的通办范围是什么"
"1","留学人员购买免税国产汽车核准申请的办理地点是什么"
"1","留学人员购买免税国产汽车核准申请的办理时间是什么"
"1","留学人员购买免税国产汽车核准申请业务的咨询电话是什么"
"1","留学人员购买免税国产汽车核准申请业务的监督电话是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的设定依据是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的实施机构是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的法定办结时限是多长时间？"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的承诺办结时限是多长时间？"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务会办理哪些证件？"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务业务的收费标准是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务业务的收费依据是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的申请材料是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的办理流程是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的办理形式是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的审查标准是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的通办范围是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的办理地点是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务的办理时间是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务业务的咨询电话是什么"
"1","对高层次留学人才回国和海外科技专家来华工作进出境物品业务业务的监督电话是什么"
"1","行李物品申报缴税的设定依据是什么"
"1","行李物品申报缴税的实施机构是什么"
"1","行李物品申报缴税的法定办结时限是多长时间？"
"1","行李物品申报缴税的承诺办结时限是多长时间？"
"1","行李物品申报缴税会办理哪些证件？"
"1","行李物品申报缴税业务的收费标准是什么"
"1","行李物品申报缴税业务的收费依据是什么"
"1","行李物品申报缴税的申请材料是什么"
"1","行李物品申报缴税的办理流程是什么"
"1","行李物品申报缴税的办理形式是什么"
"1","行李物品申报缴税的审查标准是什么"
"1","行李物品申报缴税的通办范围是什么"
"1","行李物品申报缴税的办理地点是什么"
"1","行李物品申报缴税的办理时间是什么"
"1","行李物品申报缴税业务的咨询电话是什么"
"1","行李物品申报缴税业务的监督电话是什么"
"1","旅客分运行李物品申报的设定依据是什么"
"1","旅客分运行李物品申报的实施机构是什么"
"1","旅客分运行李物品申报的法定办结时限是多长时间？"
"1","旅客分运行李物品申报会办理哪些证件？"
"1","旅客分运行李物品申报业务的收费标准是什么"
"1","旅客分运行李物品申报业务的收费依据是什么"
"1","旅客分运行李物品申报的申请材料是什么"
"1","旅客分运行李物品申报的办理流程是什么"
"1","旅客分运行李物品申报的办理形式是什么"
"1","旅客分运行李物品申报的审查标准是什么"
"1","旅客分运行李物品申报的通办范围是什么"
"1","旅客分运行李物品申报的办理地点是什么"
"1","旅客分运行李物品申报的办理时间是什么"
"1","旅客分运行李物品申报业务的咨询电话是什么"
"1","旅客分运行李物品申报业务的监督电话是什么"
"1","行李物品申报缴税的设定依据是什么"
"1","行李物品申报缴税的实施机构是什么"
"1","行李物品申报缴税的法定办结时限是多长时间？"
"1","行李物品申报缴税的承诺办结时限是多长时间？"
"1","行李物品申报缴税会办理哪些证件？"
"1","行李物品申报缴税业务的收费标准是什么"
"1","行李物品申报缴税业务的收费依据是什么"
"1","行李物品申报缴税的申请材料是什么"
"1","行李物品申报缴税的办理流程是什么"
"1","行李物品申报缴税的办理形式是什么"
"1","行李物品申报缴税的审查标准是什么"
"1","行李物品申报缴税的通办范围是什么"
"1","行李物品申报缴税的办理地点是什么"
"1","行李物品申报缴税的办理时间是什么"
"1","行李物品申报缴税业务的咨询电话是什么"
"1","行李物品申报缴税业务的监督电话是什么"
"1","旅客分运行李物品申报的设定依据是什么"
"1","旅客分运行李物品申报的实施机构是什么"
"1","旅客分运行李物品申报的法定办结时限是多长时间？"
"1","旅客分运行李物品申报的承诺办结时限是多长时间？"
"1","旅客分运行李物品申报会办理哪些证件？"
"1","旅客分运行李物品申报业务的收费标准是什么"
"1","旅客分运行李物品申报业务的收费依据是什么"
"1","旅客分运行李物品申报的申请材料是什么"
"1","旅客分运行李物品申报的办理流程是什么"
"1","旅客分运行李物品申报的办理形式是什么"
"1","旅客分运行李物品申报的审查标准是什么"
"1","旅客分运行李物品申报的通办范围是什么"
"1","旅客分运行李物品申报的办理地点是什么"
"1","旅客分运行李物品申报的办理时间是什么"
"1","旅客分运行李物品申报业务的咨询电话是什么"
"1","旅客分运行李物品申报业务的监督电话是什么"
"1","国际航行船舶进出境申报的设定依据是什么"
"1","国际航行船舶进出境申报的实施机构是什么"
"1","国际航行船舶进出境申报的法定办结时限是多长时间？"
"1","国际航行船舶进出境申报的承诺办结时限是多长时间？"
"1","国际航行船舶进出境申报会办理哪些证件？"
"1","国际航行船舶进出境申报业务的收费标准是什么"
"1","国际航行船舶进出境申报业务的收费依据是什么"
"1","国际航行船舶进出境申报的申请材料是什么"
"1","国际航行船舶进出境申报的办理形式是什么"
"1","国际航行船舶进出境申报的审查标准是什么"
"1","国际航行船舶进出境申报的通办范围是什么"
"1","国际航行船舶进出境申报的办理地点是什么"
"1","国际航行船舶进出境申报的办理时间是什么"
"1","国际航行船舶进出境申报业务的咨询电话是什么"
"1","国际航行船舶进出境申报业务的监督电话是什么"
"1","港澳小型船舶进出境申报的设定依据是什么"
"1","港澳小型船舶进出境申报的实施机构是什么"
"1","港澳小型船舶进出境申报的法定办结时限是多长时间？"
"1","港澳小型船舶进出境申报的承诺办结时限是多长时间？"
"1","港澳小型船舶进出境申报会办理哪些证件？"
"1","港澳小型船舶进出境申报业务的收费标准是什么"
"1","港澳小型船舶进出境申报业务的收费依据是什么"
"1","港澳小型船舶进出境申报的申请材料是什么"
"1","港澳小型船舶进出境申报的办理形式是什么"
"1","港澳小型船舶进出境申报的审查标准是什么"
"1","港澳小型船舶进出境申报的通办范围是什么"
"1","港澳小型船舶进出境申报的办理地点是什么"
"1","港澳小型船舶进出境申报的办理时间是什么"
"1","港澳小型船舶进出境申报业务的咨询电话是什么"
"1","港澳小型船舶进出境申报业务的监督电话是什么"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）是什么事项类型"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）的设定依据是什么"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）的实施机构是什么"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）的申请材料是什么"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）的办理流程是什么"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）的办理地点是什么"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）的办理时间是什么"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）业务的咨询电话是什么"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）业务的监督电话是什么"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）业务的收费标准是什么"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）是什么事项类型"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）的设定依据是什么"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）的实施机构是什么"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）的申请材料是什么"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）的办理形式是什么"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）的办理流程是什么"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）的审查标准是什么"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）的通办范围是什么"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）的办理地点是什么"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）的办理时间是什么"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）业务的咨询电话是什么"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）业务的监督电话是什么"
"1","免税品业务（含免税品进口、入出库、调拨、销售、报损和核销）业务的收费标准是什么"
"1","预约通关是什么事项类型"
"1","预约通关的设定依据是什么"
"1","预约通关的实施机构是什么"
"1","预约通关的申请材料是什么"
"1","预约通关的办理形式是什么"
"1","预约通关的审查标准是什么"
"1","预约通关的通办范围是什么"
"1","预约通关的办理地点是什么"
"1","预约通关的办理时间是什么"
"1","预约通关业务的咨询电话是什么"
"1","预约通关业务的监督电话是什么"
"1","预约通关业务的收费标准是什么"
"1","ATA单证册等暂时进出境货物是什么事项类型"
"1","ATA单证册等暂时进出境货物的设定依据是什么"
"1","ATA单证册等暂时进出境货物的实施机构是什么"
"1","ATA单证册等暂时进出境货物的办理形式是什么"
"1","ATA单证册等暂时进出境货物的审查标准是什么"
"1","ATA单证册等暂时进出境货物的通办范围是什么"
"1","ATA单证册等暂时进出境货物的办理地点是什么"
"1","ATA单证册等暂时进出境货物的办理时间是什么"
"1","ATA单证册等暂时进出境货物业务的咨询电话是什么"
"1","ATA单证册等暂时进出境货物业务的监督电话是什么"
"1","ATA单证册等暂时进出境货物业务的收费标准是什么"
"1","区外未联网原产地证据文件预录入是什么事项类型"
"1","区外未联网原产地证据文件预录入的设定依据是什么"
"1","区外未联网原产地证据文件预录入的实施机构是什么"
"1","区外未联网原产地证据文件预录入的办理结果是什么"
"1","区外未联网原产地证据文件预录入的申请材料是什么"
"1","区外未联网原产地证据文件预录入的办理流程是什么"
"1","区外未联网原产地证据文件预录入的办理形式是什么"
"1","区外未联网原产地证据文件预录入的审查标准是什么"
"1","区外未联网原产地证据文件预录入的通办范围是什么"
"1","区外未联网原产地证据文件预录入的办理地点是什么"
"1","区外未联网原产地证据文件预录入的办理时间是什么"
"1","区外未联网原产地证据文件预录入业务的咨询电话是什么"
"1","区外未联网原产地证据文件预录入业务的监督电话是什么"
"1","区外未联网原产地证据文件预录入业务的收费标准是什么"
"1","海关特殊监管区域原产地证据文件管理是什么事项类型"
"1","海关特殊监管区域原产地证据文件管理的设定依据是什么"
"1","海关特殊监管区域原产地证据文件管理的实施机构是什么"
"1","海关特殊监管区域原产地证据文件管理的办理结果是什么"
"1","海关特殊监管区域原产地证据文件管理的申请材料是什么"
"1","海关特殊监管区域原产地证据文件管理的办理流程是什么"
"1","海关特殊监管区域原产地证据文件管理的办理形式是什么"
"1","海关特殊监管区域原产地证据文件管理的审查标准是什么"
"1","海关特殊监管区域原产地证据文件管理的通办范围是什么"
"1","海关特殊监管区域原产地证据文件管理的办理地点是什么"
"1","海关特殊监管区域原产地证据文件管理的办理时间是什么"
"1","海关特殊监管区域原产地证据文件管理业务的咨询电话是什么"
"1","海关特殊监管区域原产地证据文件管理业务的监督电话是什么"
"1","海关特殊监管区域原产地证据文件管理业务的收费标准是什么"
"1","过境货物管理是什么事项类型"
"1","过境货物管理的设定依据是什么"
"1","过境货物管理的实施机构是什么"
"1","过境货物管理的申请材料是什么"
"1","过境货物管理的办理形式是什么"
"1","过境货物管理的办理流程是什么"
"1","过境货物管理的审查标准是什么"
"1","过境货物管理的通办范围是什么"
"1","过境货物管理的办理地点是什么"
"1","过境货物管理的办理时间是什么"
"1","过境货物管理业务的咨询电话是什么"
"1","过境货物管理业务的监督电话是什么"
"1","过境货物管理业务的收费标准是什么"
"1","超期未报关进口货物管理是什么事项类型"
"1","超期未报关进口货物管理的设定依据是什么"
"1","超期未报关进口货物管理的实施机构是什么"
"1","超期未报关进口货物管理的申请材料是什么"
"1","超期未报关进口货物管理的办理形式是什么"
"1","超期未报关进口货物管理的办理流程是什么"
"1","超期未报关进口货物管理的审查标准是什么"
"1","超期未报关进口货物管理的通办范围是什么"
"1","超期未报关进口货物管理的办理地点是什么"
"1","超期未报关进口货物管理的办理时间是什么"
"1","超期未报关进口货物管理业务的咨询电话是什么"
"1","超期未报关进口货物管理业务的监督电话是什么"
"1","超期未报关进口货物管理业务的收费标准是什么"
"1","误卸进口货物管理是什么事项类型"
"1","误卸进口货物管理的设定依据是什么"
"1","误卸进口货物管理的实施机构是什么"
"1","误卸进口货物管理的申请材料是什么"
"1","误卸进口货物管理的办理形式是什么"
"1","误卸进口货物管理的办理流程是什么"
"1","误卸进口货物管理的审查标准是什么"
"1","误卸进口货物管理的通办范围是什么"
"1","误卸进口货物管理的办理地点是什么"
"1","误卸进口货物管理的办理时间是什么"
"1","误卸进口货物管理业务的咨询电话是什么"
"1","误卸进口货物管理业务的监督电话是什么"
"1","误卸进口货物管理业务的收费标准是什么"
"1","溢卸进口货物管理是什么事项类型"
"1","溢卸进口货物管理的设定依据是什么"
"1","溢卸进口货物管理的实施机构是什么"
"1","溢卸进口货物管理的申请材料是什么"
"1","溢卸进口货物管理的办理形式是什么"
"1","溢卸进口货物管理的办理流程是什么"
"1","溢卸进口货物管理的审查标准是什么"
"1","溢卸进口货物管理的通办范围是什么"
"1","溢卸进口货物管理的办理地点是什么"
"1","溢卸进口货物管理的办理时间是什么"
"1","溢卸进口货物管理业务的咨询电话是什么"
"1","溢卸进口货物管理业务的监督电话是什么"
"1","溢卸进口货物管理业务的收费标准是什么"
"1","放弃进口货物管理是什么事项类型"
"1","放弃进口货物管理的设定依据是什么"
"1","放弃进口货物管理的实施机构是什么"
"1","放弃进口货物管理的申请材料是什么"
"1","放弃进口货物管理的办理形式是什么"
"1","放弃进口货物管理的办理流程是什么"
"1","放弃进口货物管理的审查标准是什么"
"1","放弃进口货物管理的通办范围是什么"
"1","放弃进口货物管理的办理地点是什么"
"1","放弃进口货物管理的办理时间是什么"
"1","放弃进口货物管理业务的咨询电话是什么"
"1","放弃进口货物管理业务的监督电话是什么"
"1","放弃进口货物管理业务的收费标准是什么"
"1","过境货物管理是什么事项类型"
"1","过境货物管理的设定依据是什么"
"1","过境货物管理的实施机构是什么"
"1","过境货物管理的申请材料是什么"
"1","过境货物管理的办理形式是什么"
"1","过境货物管理的办理流程是什么"
"1","过境货物管理的审查标准是什么"
"1","过境货物管理的通办范围是什么"
"1","过境货物管理的办理地点是什么"
"1","过境货物管理的办理时间是什么"
"1","过境货物管理业务的咨询电话是什么"
"1","过境货物管理业务的监督电话是什么"
"1","过境货物管理业务的收费标准是什么"
"1","进出口货物申报是什么事项类型"
"1","进出口货物申报的设定依据是什么"
"1","进出口货物申报的实施机构是什么"
"1","进出口货物申报的申请材料是什么"
"1","进出口货物申报的办理形式是什么"
"1","进出口货物申报的办理流程是什么"
"1","进出口货物申报的审查标准是什么"
"1","进出口货物申报的通办范围是什么"
"1","进出口货物申报的办理地点是什么"
"1","进出口货物申报的办理时间是什么"
"1","进出口货物申报业务的咨询电话是什么"
